Unnamed: 0,아이디,댓글 내용
530,  @user-yr2tk5vo5o, @quiet3842  그니까 요새 다 그렇게 깐다고요사람들이 실력있다고 하는 아이돌들도 다 깔아요체력적인 부분도 있고 성대도 아껴 써야해요모든 음방 라이브 빡세게 하는 팀도 있지만 ar깐다고 해서 욕할 이유는 아니라구요 라이브를 아예 안하는 것도 아니고 춤추면서 열심히 하고 있으시고만;;ㅋㅋㅋ
531,  @user-yr2tk5vo5o, @quiet3842  다른 댓글보면 팬아닌 분들도 다 칭찬인데요…? 님만 못보시나ㅋㅋㅋㅋㅋㅋㅋㅋ 포장이 아니라 님이 혼자 난리치시는거에요ㅋㅋㅋ
532,  @user-yr2tk5vo5o, @quiet3842  제가 봤을 때는 저 정도면 라이브 충분히 잘하고 있는데요…? 나 팬아니고 팬인 척하는 안티도 아니고 그냥 타팬인데ㅋㅋㅋㅋㅋㅋㅋ아니 춤추면서 고음에 라이브 저정도면 괜찮은건데 진심..?…..다른 댓글들 칭찬 안보세요?
533,  @user-yr2tk5vo5o, @quiet3842  리즈 이서도 잘하는 편이라구요제가 모든 멤버 라이브 다 잘한다고 했나요…?잘하는 편인데 못한다고 왜 포장하냐고 하니까 얼척없어서요ㅋㅋㅋ
534,  @user-yr2tk5vo5o, @quiet3842  요즘 앵콜이다 라이브다 하도 지랄하는 데 지금 개판친 라이브도 아닌데 어린애들 또 까는게 보이잖아요ㅋㅋㅋㅋㅋㅋㅋ
535,  @user-rm1tq2ec6q, @user-sw2hx5qk5c   안유진 6각형 캐릭터 ㅇㅈ   올라운더긴 하지
536,  @user-yr2tk5vo5o, @quiet3842  정말 본인 의견만 말해서 제가 급발진 했을까요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정말 악의적인 감정이나 까려는 의도 1도 없이 그 댓글만 적은게 아닌건 본인이 잘 알겠죠그렇게 생각하고 사세요 언젠간 본인들한테 돌아가요
537,  @user-if5jg9gs5y, @quiet3842  잘한다는 댓글에 굳이 타인 욕하고 못한다는 말만 수백번ㅋ 안달난 건 본인인 거 같은데…
538,  @user-pv7vs5tw4r, @user-yr2tk5vo5o  길거리나 학원 캐스팅 그게 뭐가 중요함?? 무대 올라가면 다 프로인데 저 정도면 평규이하인 거지 쉴드 작작 쳐라 ㅋ
539,  @user-pv7vs5tw4r, @user-yr2tk5vo5o  ar을 립싱크 수준으로 깔고는 라이브인 척 올려치기 해 주는 너 같은 팬들이 문제야
540,  @user-if5jg9gs5y, @quiet3842  정신 불안정한 거 티내지 말고 유튜브 끊길ㅠ
541,  @user-hm5or2xb8g, @quiet3842  본무대는 AR 잔뜩 깐 거 맞는데 이건 AR 제거된 거 같은데.. 가을 장원영 파트 보면 일부 립싱크한 거 티나는데 AR이 어떻게 나오다 안나오다 합니까. 리즈 파트 보면 춤추면서 3옥 솔 충분히 잘 올리는데 리즈를 못한다고 하는 이유는 진짜 모르겠음
542,  @user-hm5or2xb8g, @quiet3842  근데 왜 리즈가 못한다는 거죠? 본무대는 AR도 많이 깔려있는데
543,  @user-pr2qr2zx4f,​ @quiet3842  리즈이서레이:???
544,  @user-wz3zx7vr8t,아이브 보면 전체 mr깔긴깔아서 원래못소리찾기힘듬리즈 이서 안유진  아이돌 치고는 노래잘한다고 쳐야됨요즘아이돌들이 립싱크하는경우랑 라이브 개망하는경우가많아서 그애들보단 잘하는거맞음 근데 요즘 가수는 춤을 추는거랑 노래하는거랑 같이 잘해야된다는 의견이많아서 악플 아닌 악플이 달리는거같음
545,  @user-pr2qr2zx4f,​ @quiet3842  ar범벅인 르세라핌 라이브무대반응: 춤추면서 라이브하니까 실력파맞네. 음치멤버들도 노력하며 라이브하니까 실력파그룹맞네. 멤버5명중 2명이 보컬되니까 실력파그룹라고 칩시다!
546,  @user-io2ah4ix8w, @quiet3842  라이브는 ar뒤에 다 들리던데요
547,  @user-io2ah4ix8w, @quiet3842 안유진 빼고 다 못한다는 대댓글을 왜 내 댓글에다 적는거임?
548,  @DIVE_FEARNOT__, @quiet3842  ㄴㅇㅁ
549,  @user-up3ie4no9x,ㅋㅋㅋㅋㅋㅋㅋㅋ여기서 사람들 재미나게들 사시네...아이브에 관심없고 다른 팀도 관심 없는디노래 좋아서 여기까지 왔네요항상 승승장구 하시길 바랍니다악플러들 악플 단다고 뭐라 하시는 분들 많으신데 걍 냅두세요..어차피 이렇게 욕 먹어도 돈은 아이브가 아이돌 중에 탑급으로 벌 것 같은디...ㅎ
550,  @Nuclear_Launch,​ @quiet3842  니 귀를 잘라
551,  @Nuclear_Launch,​ @quiet3842  혼자 발작하는 밑바닥 인생
552,  @Nuclear_Launch,​ @user-up3ie4no9x  하이브 알바들임
553,  @sjskdjdhvdbwbw, @quiet3842  원래 본무대에선 다들 ar 깔아요...ㅋㄹㅋㄹㅋㅋㅋㅋㄹㅋㅋ 아 아이브만 보고 케이팝 들으시나보네요ㅎㅎㅎ
554,  @user-hh5sf6ph7b,​ @user-mi4yj3fv1k  이서랑레이는봐줄만하는데
555,  @Cheese_0512, @user-su4sf1bw1i  진짜 아이브 데뷔때부터 안유진 노래 잘하던데 왜 욕하는지 몰랐음 제대로 악플러들 아가리 다물고있었으면 ㅋㅋㅋ
556,  @Cheese_0512, @user-lq1fm4ek9o  잘하면 잘하는거지 못하는 애 옆에있어서 그런거라고 욕하는거보면 진짜 수준 딱나오네 그런건 무시합시다
557,  @tangsususa8334, @quiet3842  또또 아이브한테만 ㅈㄴ 각박하지 ㅋㅋ 뉴진스도 아이브랑 같은수준인데
558,  @opheliasworld8503,They were all chillin in the beginning but then when Liz started to sing live everyone else was like ok sis let’s go ️‍️‍
559,  @yukoa4452,"Everyone did so good, Yujin and Liz did so so good despite this song is very challenging for their voice but they give their best, this is definetly Liz and Yujin era! And Leeseo surprise me that she is improving so much, Gaeul parts are good too, this is MR removed version but on original stages her dance moves really smooth. The only thing is I can't barely hear Won Young voice but lets just ignore it, she gave her lines to others so they can shine, Won Young bring IVE up and made everyone shines in their way"
560,  @LeticiaSantos-mw5rr,"I feel like the fandom doesn't give Leeseo the attention she deserved LIKE GUYS, she was so stable,  she dances well, she make Rei part very well in Kitsch, she is beautifull....THIS IS A GOLDEN MAKNAE FOR SURE"
561,  @AnyieBagang-bg3ue,"Yes, so true. Everyone is busy focusing on other members. Saying some of the members are overrated or underrated. But No one talks about LEESEO. THEY ONLY REMEMBER HER FOR HER LIPSYNCING STRAWBERRY MOON"
562,  @twiceofoctoberonoct2684,i love how they surprise us with their vocals in the middle unto the last part 🥹🥹🥹 ateee
563,  @user-xs4zk9sb4z,리즈 유진이는 원래도 실력 좋은 거 알고 있었지만 이번 신곡이 많이 어려워보여서 또 까이지 않을까? 생각했는데 진짜 너무 잘한다... 이서도 연습 마니 한 듯 깔끔하다
564,  @user-eu4bh7zh6u,다들 파트 거의 안 빼먹고 다 잘 불렀네ㅠㅠ컴백 너무 축하하고 다들 화이팅!!!
565,  @user-se7zu4jx9l,유진이랑 리즈는 진짜 잘 부른다..
566,  @Karinadhira,Will forever in love with Liz's voice
567,  @Favy_bossnoeul1999,Liz vocals is sooooooooooooo gooddddd 
568,  @user-og6qd8jo4e,안유진 리즈 피치 정확한 거 너무 좋다
569,  @lmyourhee,yujin is amazing bro she's insane
570,  @witchh677,"Judging from her previous live singing, Leeseo has improved a lot!! She’s singing more, and she’s pretty stable. Good jobb"
571,  @user-yu8vi7qs7u,2:20 이서 진짜 잘한다..
572,  @user-uu7sl9ep3b,"유진,리즈는 보란듯이 고음 질러버리고 이서는 엠알제거가 더 쫀득하게 잘부르고 원녕,가을은 실력이 점점 늘어가고  완벽하다 아이브레이 아프지마ㅏㅏ"
573,  @PhilipCarino,IN LOVE WITH LIZ VOCALS SUPERB!
574,  @janitra_calya7502,Yujin just perfect 
575,  @junsupark3696,와 악플러들 깔끔하게 정리하는 모습 개멋지다.... 고음파트 개잘부르네 그냥
576,  @user-qg9tp8ql5t,ㄱㅊ
577,  @user-qn6st6nd3u,다만 한 분은 오늘도ㅋㅋ
578,  @user-qg9tp8ql5t, @user-qn6st6nd3u  ㅋㅋㅋㅋㅋ어허
579,  @honeykja9175,안유진이 아이브네. 저 미친 고음을 춤추면서 다 헤내고 있어. 이서 진짜 놀랍게 모든 본인 파트를 다 부르고. 지원이 보컬이야 말해 뭐해. 다들 잘하네.
580,  @user-lo3qj4sr5l,Ar인거 모르는 사람도 있구나
581,  @user-le5dc7zu8u,​ @user-lo3qj4sr5l  와 막귀ㅋㅋㅋㅋ
582,  @user-db4dc8ch3y, @user-lo3qj4sr5l  엥 저게 Ar이라고? 중간중간 비는부분이 있는데 어케 Ar임..?
583,  @user-lo3qj4sr5l,진짜 잼민이들이네.. 음원ar이 아니고 라이브AR이라고 엠알제거 안걸리게 음방용 음원으로 사전 녹음 하는게 있음.. 지금 음방 아이돌 무대 대부분이 라이브ar 씁니다;;
584,  @user-db4dc8ch3y, @user-lo3qj4sr5l  아니 그렇다해도 그럼 원영이 솔직히 한파트는 하겠지ㅋㅋㅋ욕먹을려고 작정하는것도 아니고 사전녹음으로 만드는데 원영이 하나도 안들릴리가
585,  @musicyoutube5062,"​​ @user-lo3qj4sr5l  에이알이랑 라이브에이알이랑 구분 못하나보네,,, 쟤네는 에이알 깔고 라이브를 한거고ㅋㅋㅋ라이브 에이알은 사전에 라이브처럼 한큐에 녹음해서 라이브하는척 한거고,,, 스타쉽에서 라이브에이알 한 팀 못 봤는데,, 스엠이나 그런거 하지"
586,  @user-lo3qj4sr5l, @musicyoutube5062  뭔 ㅋㅋ 멜뮤같은 연말시상식 할때 아이돌들 스탭용 큐시트 다~ 유출되는데 여자친구 청하 아이들 이런 애들도 다 라이브ar 깔고 함 ㅋㅋ 아이브도 라이브ar
587,  @user-lo3qj4sr5l, @musicyoutube5062  ? 그리고 ar을 깔고 라이브를 했다는 무슨 소리신지..?
588,  @musicyoutube5062, @user-lo3qj4sr5l  ㅇㅋㅇㅋ 연말에서는 라이브에이알 쓰는 팀 많긴 하지ㅋㅋㅋ이건 에이알 깔고 부른 라이브여요 아예 직캠이나 송출 영상으로 보고 와봐 거기서도 들림 라이브에이알 깔고 아예 립싱한 영상이 아니라고 엠알제거 굳이 안 들어도 방송에서 들리는데 머
589,  @musicyoutube5062, @user-lo3qj4sr5l  뭐야.. 에이알 깔고 라이브한거랑 라이브에이알 따로 녹음한거랑 다른걸 모르는거였어? 알았다
590,  @user-lo3qj4sr5l, @musicyoutube5062  에이알에 라이브하면 보컬 소리가 이중으로 들리겠죠~ ㅋㅋ 말씀하시고 싶은건 엠알 아닌가요~ 엠알 제거가 뭔지도 모르시노~
591,  @user-lo3qj4sr5l, @musicyoutube5062  그리고 연말보다 음방이 훨씬 더 립싱이 많습니다 ~ 거기다 컴백주인데 라이브하는 아이돌 진짜 거의 없다고 보면 되고 ㅋㅋ 연말때 라이브하는 bts도 음방에서는 거의 라이브ar씀~
592,  @user-ng2ir2rj9g,​​ @user-lo3qj4sr5l  방송에서도 이중으로 들리는데... 그냥 까고싶어서 라이브인거 못 믿겠다고 해요ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ컴백주인데 라이브 안하는거 그게 언제적 얘기야... 2세대3세대 스엠 얘기 아니여?
593,  @user-lo3qj4sr5l,이 당연한 것도 모르고 언젯적 컨텐츠인 라이브mr제거 영상 보면서 우리 언니오빠들 라이브 잘한다고 믿는 개돼지들이 그저 웃김
594,  @hmS1004,​ @user-lo3qj4sr5l  얼마나 할짓이없으면 굳이 영상 들어와서 댓글마다 까고싶어 안달이지... 못한다고 생각하면 안보면 되는거 아닌가..ㅋㅋㅋ
595,  @user-bi7xy2uk7s, @user-lo3qj4sr5l  라이브해서 본무대에서도 겹쳐 들리는 데 뭔 개솔ㅋㅋㅋ 눈막귀막 억까 지림ㅋㅋ
596,  @user-bm9wq7pc4e, @user-lo3qj4sr5l  라이브ar 아니에요~ 모르면 제발 가만히 있으시면 안 될까요?? 넘 창피해요
597,  @user-vu2st7vq3r,그냥 라이브해도 지랄 안해도 지랄인 흔한 방구석 악플러를 뭣하러 열심히 시간써가며 댓들 달아줌ㅋㅋ.. 그냥 지 믿고싶은대로 살고 싶은가보지 ㅎ 걍 냅둬요 ㅋㅋ
598,  @user-hm5or2xb8g, @user-lo3qj4sr5l  ㅈㄹ 그러면 라이브 mr제거 중 망해버린 무대는 뭡니까? 그것도 일부러 망한 것처럼 들리게 AR 라이브를 짜요? 가을파트 안유진 파트 다 조금씩은 립싱크하는 게 보이는데 그 비는 부분도 일부러 비게 한거라고요?ㅋㅋ;; 말이 되는 소릴 하나
599,  @merged3034, @user-lo3qj4sr5l  직접 가서 사녹 뛰고 온 사람인데 라이브 맞습니다 라이브AR이랑 차이 나요
600,  @merged3034, @user-lo3qj4sr5l  아이브 라이브 못한다고 욕하다가 이제 잘하니까 이악물고 에이알이라고 우김 ㅋㅋㅋ
601,  @user-pr2qr2zx4f,​ @user-lo3qj4sr5l  그와중에 르세라핌 뉴진스는 쏙빼는거보소ㅋㅋㅋㅋ 4세대에서 르세라핌처럼 ar덕본 그룹도 없을텐데ㅋㅋ음치수준멤버가 3명이나 있어서 ar시스템없었으면 큰일날뻔한그룹
602,  @user-tu6ir4hn6x, @user-pr2qr2zx4f  여기에 릇 늊 같이 언급하는 니도 쟤랑 동급임
603,  @user-wz5wp3bx4m,아는척이 하고 싶었을 뿐이지 않을까
604,  @Nuclear_Launch,​ @user-lo3qj4sr5l  귀 장식이니
605,  @Nuclear_Launch,​ @user-vu2st7vq3r  ㅇㅈ
606,  @sloth0328,​ @user-lo3qj4sr5l  잼민이는 본인이구만 목소리 비는 부분도 많고 삑사리도 나고 머리카락 마이크에 걸리니까 부르다가고 안 들리는 부분들 많음. 그런게 라이브가 아님 뭐..
607,  @tia2970, @user-bi7xy2uk7s 억까는 니가 하는게 억까곸ㅋㅋㅋㅋㅋ
608,  @user-bi7xy2uk7s, @tia2970  무슨 억까?ㅋㅋㅋㅋㅋㅋㅋ 팩트만 말했는데 어느부분이 억까임ㅋㅋㅋ 억까가 뭔진 알고 쓰는 거임?
609,  @user-er7dh1cv3n, @user-lo3qj4sr5l  라이브 ar은 mr제거 했을때 끊기는 부분도 없고 소리도 일정하니 엄청 안정적임;; 이 영상은 중간중간 소리 엄청 작아지거나 아예 안들리는 부분도 있고 라이브하는 티 팍팍나는구만 뭔;; 이거 원본 영상으로 봐도 유진 이서 리즈는 ar로 깔린 노랫소리 뚫고 라이브 하는 부분 많이 들림
610,  @xx5237,안유진이 아이브 정체성인듯 올라운더에다 비주얼까지 갖춘 리더... 진짜 최고다
