Unnamed: 0,아이디,댓글 내용
598,  @Tiredchimken,"Kpop stans are so disappointing and this has never changed. I completely agree the girls need to improve their vocals, especially when this is their second comeback already. Criticism can’t be avoided here I know but why they received more criticism compared to boy groups? Let me say one boy group that had a comeback around the same time also has bad encores despite debuting before le sserafim. No hate to them, I just need to bring an example since both have bad encores but received different amounts of criticism. The girls' vocals are weak but still better at hitting the right notes while the boys' vocals are weak and struggled hitting notes. In short, those boys are worst than the girls. Then why le sserafim get more hate? I’m so tired of how misogynistic kpop stans are. Boys can have bad vocals and yall would still praise them like they’re gods but when the girls slightly miss one note y’all will be criticizing them like they are the worst singers in the world. Boy group bad encores are full of love like “they deserve wins!” “They’ve improved a lot.” or “[member’s name] sings so well.” (Even though they struggled and sang so badly lol. Girl group bad encores are full of hate even they’ve done a lot better.I don’t even stan them but the difference is terrible. Where’s the fairness? What’s funny is that most kpop stans are women and you guys still do this. It’s okay to praise your favs. There’s nothing wrong with that. But if you want to criticize girl groups so badly, don’t forget to criticize your boys’ unforgivably awful vocals too alright?"
599,  @angelf722,Sakura i voted for you in produce what is this…
600,  @user-Journeyy,카즈하는 생각보다 자신감있게 잘하넹ㅋㅋ 괜찮은데 다들 너무 머라하네 은채도 괜찮구
601,  @borntodie2637,SAKURAAA YOU ARE A SINGER FOR YEARS AND THATS HOW YOU SING is she a daughter of someone in the industry there is no way she is doing this for years and not getting hate
602,  @eonnimeylaadysta8034,EUNCHAE SO STABLE
603,  @tttt8510,사쿠랔ㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 읏끼는 쏘~리! ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
604,  @hrtcna,"i love sserafim so much and they’re one of my ults, but girlies this just sounded like a mess. :/"
605,  @Electronicality,"They had a bad encore and so what lol Eunchae, Yunjin & Chaewon will always be the back bone of vocalizing in the group. Sakura & Kazuha shine in different categories. Sakura in variety & Kazuha in modelling (newest etude muse) & dance. Each member contributes something different to the group. Same can be said about Lisa of BP & Momo of twice they contribute to the dance factor of the group and aren't strong vocalist themselves. Yall just wanna hate."
606,  @user-tl7ex2np4e,즈하 랩은 너무 쫀득..
607,  @user-ck4bk6il7t,믿고듣는 르세라핌이라고 생각했는데 이건 좀 당황스럽다 이번에는 아이브 라이브가 비교적 더 나음… 비교하는거 맞는게 솔직히 아이브는 실력으로 오지게 까인 그룹이고 르세라핌은 실력파 이미지 그룹인데 이런 그룹이 이런다는게 좀
608,  @tusjinn9274,OMG KAZUHA!!! She sounds exactly like the record
609,  @NereaBrecht_rtist,"Honestly idk why this performance has so much hate. I saw groups like Blackpink, who are most popular, doing worts encore performances. Maybe they need to practice, but Yunjin and Chaewon has  estable vocals. Eunchae has 16 yet. And Kazuha is a ballerina learning to be a main rapper... I think that is not that bad"
610,  @yaya-hv1re,근데 아이돌들은 춤 을 빡세게 추니까 노래 깔고 부르는거 어느정도 이해해주는건데그냥 서서 부르는것조차 못하면......심지어 연습도 많이 했을텐데..
611,  @ronaldo3915,급조 뽀록남ㅋ
612,  @MY_LOVE_AESPA_0411,사쿠라는 짧은 파트도 못하면 어떡해ㅜ 윤진이 채원이가 잘하긴 잘하네..
613,  @onyur_mark,really unforgiven.
614,  @user-oj9lr1ev1m,핌둥이들 1등 고생했오 너무 자랑스러워 !!!!! 앞으로 활동도 잘부탁해 
615,  @user-tt9bw1qi6o,이쯤되면 하이브 엔지니어가 ㅆ고수
616,  @qwthn8026,GOD only chewon and yunjin are good at singing
617,  @user-uf9wc9mb7q,유명하다길래 보러왔는데 썸넬에 100만뷰 마크가ㅋㅋㅋ 이미 다들 보셨군여..
618,  @Mocha_Krr,3:26 개웃기다….ㅋㅋㅋㅋㅋㅋ 채원이 망했단걸 직감한 표정
619,  @DarkMidgit177,Lmaooo this cute af. I’m not gonna lie idc about vocals as long as the songs bop. Beats and bars Nigga
620,  @mouthsuctiongangster6397,Chaewon never disappoints
621,  @JYL5,카즈하는 랩 쭉 했으면...
622,  @user-lp2jk6dh8n,채원들어갈때 안정적임
623,  @WOORIN845,"여기서 살아남은 사람은 채원이 밖에 없고생각보다 기대이하였던게 허윤진, 홍은채그리고 진짜 이해안가는게 일본애들은 성대구조상 노래 괜찮은애들 없는데 왜 자꾸 데려다 쓰는걸까카즈하, 사쿠라는 진짜....... 심지어 사쿠라는 지말대로 데뷔 10년넘었으면 뭔가 성과가 좀 있어야 하는거 아닌가"
624,  @user-xw6jl3tm8f,근데 카즈하이쁜줄몰랏는데 이영상은 왤캐 이쁘냐저기서 젤이쁜데..?원래비쥬얼이였나
625,  @lsss____8955,실력이 unforgiven...+ 3:15 겟스타리 레스게스타릿 (?????)
626,  @user-fx9tm5hp7q,핌둥이들 1위 너무 추카해
627,  @dolgorabrainstorm1995,"При всей моей любви к Серафимкам признаюсь честно, что этот лайв ужасен и режет ухо. За исключением Юнджин, Чевон и Ынче. Сакура, эх, Сакура, что ж ты такая нестабильная даже когда поешь какие-то короткие звуки"
628,  @Chiezze,윤진-리즈 정도 수준즈하-가을 정도 수준채원-안유진 정도 수준은채-장원영 정도 수준꾸라-반 공식음치인 나 정도 수준
629,  @simsimhada360,춤만 독기컨셉ㅋㅋ
630,  @user-ck5rq8rr7u,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사쿠라 카즈하 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 레전드네
631,  @chil1isauce,못하긴 하는데 엄청 이쁘긴 하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
632,  @micodelic21,I always look forward to the encore performances on music shows because that's the time you can tell who the real singers are. 
633,  @cyj7n,"What exactly is wrong with this encore? Can anyone point out? Provide a timestamp maybe? Or explain? Cause everyone is singing exactly in what I'd expect in their levels (Yunjin: average, Chaewon: weak, Kazuha, Eunchae, Sakura: underdeveloped)"
634,  @user-rc2iw4zv7i,애들 진짜 긴장했다.. 앵콜은 즐거우라고 부르는 건데 요즘 아이돌들 전부 다 앵콜 못 즐기고 부르는 듯..
635,  @user-ql2em7kp4u,은채 존나 좋음 ㅠ
636,  @Lina_1733,Лучше бы EPEX выиграл эту награду
637,  @heejoonlee690,채원>>>>>>>>>>윤진>>>>>>은채>>>>>>카즈하>>>>>>>>>>>>>>사쿠라
638,  @achachaa112,Eunchae and Chaewon is so stable vocal
639,  @user-bl5ec3zq7s,은채가 생각보다 멀쩡(?)해서 놀랐고 허윤진은 가사 절고 음정 플랫파티라서 다른 의미로 놀람카즈하는 보컬은 연습 많이 해야 할 것 같은데 랩이 쫀득한 맛이 있어서 그래도 들을만함채원은 복면가왕 나올 정도로 실력있는 거 알고 있고사쿠라는… 음… 연습 많이 하자…
640,  @dita7199,"Damn, Sakura & Kazuha can't sing on tunes "
641,  @Amanda_Paboland,"Chaewon and Eunchae is the best here, Yunjin in the middle, Sakura and Kazuha is just bad "
642,  @yuduleewakang6860,"As much as i love kura she really lacks on the vocal prowess, in short she really needs proper vocal training same with zuha"
643,  @salmonisyum,Best part 2:36
644,  @5o78,kazuha slayed so hard dayyum!!!
645,  @-o_o_o_o_o_o_o_o-,"Hybe is the biggest label on the industry, when will they start investing in their artists vocal training? They're so focused on dancing when they have the connections and finances to invest on both. Most of the artists debuting under them are weaker than average vocally."
646,  @jerlim60,눈물을 머금고 소스뮤직에서 여자친구 내보낸 후 르세라핌 데뷰시킨 이유가 이해가 되네
647,  @mochibaby_,르세라핌은 김채원 없으면 이만큼 못떴을듯 ㅠㅠ
648,  @ryoonee12,언제부터 앵콜무대가 노래 실력 테스트 무대가 되었는가....
649,  @user-sq6rp5ez9p,3:15 사쿠라 일본어 하는줄..
650,  @o.o6055,한계는 실력으로나 넘으세요 ㅋㅋㅋㅋ
651,  @user-yl6nq3lw1n,지나가던 일반인한테 부르라해도 더 잘부를듯…
652,  @user-ss1es3rz8z,"은채, 채원이 잘하네"
653,  @user-cs1ki6ie9c,제발 그만좀 용기를 가지세요.
654,  @xepchember,ขนาดร้องเอนคอร์เสียงยังไม่มั่นคง คงไม่ต้องพูดถึงตอนร้องไปดัวยและเต้นไปด้วยสินะ ขอบคุณที่โลกนี้มีการลิปซิงค์ 
655,  @wmwntk,3:13 Did Yunjin forget her own part?
656,  @TV-mt2jj,르세라핌~Congratulations^^
657,  @ddingdding54,혼자 듣고 있는데 엄마가 누가 악을 쓰며 노래를 부르냐고 하네요ㅜㅜ
658,  @AmiAki,Why are ppl lying saying Sakura is good here? Pls don’t. She has the easiest lines and honestly she didn’t sing them well.I know you guys want her to have more lines but there’s a reason she doesn’t. There’s even a Korean comment here laughing at international fans for saying Sakura should get more parts. Sorry but it was funny 
659,  @c.h2132,한국은 아이돌도 가수로봄. 다른 되고싶어 목메다는 어느 누구의 기회를 차지한 것이기 때문에. 철저히 실력이 기반이 되어야 이외것들을 논할 수 있음. 직업이 가수면 노래는 기본임. 아무리 댄스가수라도. 누가 비욘세를 원하나 다른 이쁘장한 연습생도 이것보단 잘할 것임. 결국 유명세로 자리 차지했단 소리고 그자리까지 가서 빌보드 운운할거면 적어도 기본은 제몫을 해야 된단 소리임 안그럼 나머지가 억울하지 케이팝이 이렇녜하는 외국인들한테 나라망신 당하는 우리도 억울하고. 생각해보니 쏘스에서 이그룹때매 해체당한 유주는 진짜 잘했지
660,  @chaewon._10,가을 2명(쿠라 즈하) 원영 1명(은채) 이서 1명(윤진) 리즈 1명이네(채원)
661,  @thatssoeunha,Save chaewon yunjin and eunchae 
662,  @selizee729,3:05 Pause at eunchae side angle laugh wow. Beautiful. The hair with the waves is perfect. Everything she's so gorgeous
663,  @TV-jp3bi,윤진이랑 채원은 너무 잘하고 은채는 가능성 있어 보임 즈하도 저음은 소화 잘 하는 듯 파트 분배만 잘 하면 됨 근데 사쿠라는 짬 찼다고 영업하는데... 실력 연습 좀 많이 필요할 듯
664,  @jihyeshin8758,은채도 꽤 잘했는데..
665,  @reiluvi,Sakura sounds and looks like she's about to have a panic attack
666,  @-KAISER-,지민 앵콜 대참사 보니까 이쯤되면 노래 실력 처참한건 하이브 전통이 아닌가 싶다
667,  @SerifeKoyuncu-zk3lk,Yunjin çok iyi
668,  @kyeongeuiyun4985,생각보다 라이브가 떨려서 아쉬움.. 보컬 연습 많이 했으면 좋겠듀… 
669,  @NayNaySoo,근데 윤진이는 성악해서 훨씬 잘할 줄 알았는데  채원이가 노래는 더 잘하네 느껴지네요 성악이랑 가수가 노래하는거랑 뭔가 다른건가??
670,  @user-vw1kl5wh5q,일단 채원이는 실력파가 확실하다... 음도 안흔들리고 프로라는게 딱 느껴진다고 해야하나 아무튼 채원이가 어느 의미에서는 팀에서 상당한 비중을 차지하고 있다는걸 확실하게 앎
671,  @SY-ql8zr,2:36 now now now
672,  @makkurika,사쿠라 빼고는 크게 나쁘지 않은거같은데...
673,  @beccaf262,This comment section is really mean given 90% of them are from people too scared to put their face in their account. Comments like these are probably why they don’t want to sing live. Feeling anxious can impact your vocals. They’re on international stages and y’all won’t even show a picture of yourself with your crappy comments. Reeks of jealously the girls will keep winning ️
674,  @kerzo9459,사쿠라는 무지성 우쭈쭈가 독이된 케이스 아닌가 이참에 좋은 보컬선생 찾아보길 사쿠라에게 필요한건 제대로된 레슨과 다 내려놓고 바닥부터 배울수 있는 용기지
675,  @marisakelly606,It doesn’t even sound that bad cmon guys 
676,  @lunakat45,Idk why y’all are hating so much. It’s really not that bad. Yes of course there’s always room for improvement but at least they’re having fun. Let me see you get in front of millions of people that are ready to criticize you at the smallest things and sing like them. They’re brave that’s what they are.
677,  @nafables3626,the comments are so toxicgive the girls some breaks istg
678,  @user-singingkiller,그냥 음치정도의 수준이라 뭐라 할말이 없다..
679,  @asyddks4324,방금 에스파 앵콜라이브 듣고 왔는데......
680,  @enzorussell5139,They sounded nervous but still they did good though
681,  @user-oe1wx5ow1t,구라안치고 고등학교때 애들이 장기자랑하는데 숙연한 느낌
682,  @user-eu2te6zv5z,개인적으로 노래 진짜 1도 모르는 사람인데 즈하가 못하는건지 모르겠다
683,  @-_______________________-,진짜 사쿠라 너는 진짜
684,  @Yunjindishwasher,So because of one encore stage the whole group is trash???? THEY WERE HAVING FUN. also practicing abs helps with vocals 
685,  @user-op7vq3jt8k,앞에있는 팬들봐라   적어도  응원하러온 팬들  힘빠지게는 하지 말자  딱 그정도만하자  그것이 응원하러 와준 팬들에대한 기본적인 팬서비스다
686,  @user-kf9mf1ny5i,노래 넘 좋은데 앵콜 라이브 머선일....
687,  @dooooooooooo,외국인이 이정도면 잘뷰르는거지
688,  @user-od8qs9bn5w,김채원이 넘 잘하는데
689,  @user-dl1ht6me7y,"아니 사쿠라 목에는 염소가 있나,,? 높지도 않은 음을 못 불러버리면 어떡해"
690,  @user-cu7xb6zk4e,사쿠라는 데뷔한지 몇십년인데 라이브가..
