Unnamed: 0,아이디,댓글 내용
1105,  @user-uf2pi3th4n,이서 진짜 야무지네
1106,  @freyaaaaaa1,i kept hearing their shoes on the stage and genuinely thought my cat was throwing up
1107,  @max4599dd,후렴할때 장원영을 비추는데 장원영이 부르는거 아닌게 맞지? 단순궁금증임 원래 목소리가 저렇게 시원했나?
1108,  @bpink2380,그들은 모두 원영과 함께 코러스를 부릅니다.
1109,  @x8249,0:47 유진이 고음 다음 간간이 들리는 거 워녕이 목소리인가???
1110,  @Fearnot_yunjin,그런거 같아요!
1111,  @user-oy7xk1tz2b,맞는듯
1112,  @user-le5dc7zu8u,이서 목소리임
1113,  @Fearnot_yunjin, @user-le5dc7zu8u  ?이서 목소리는 약간 하이톤인데 이건 아닌거 같아요
1114,  @user-tv1zo4bd2t,안유진 > 리즈 >> 가을 >> 이서 > 원영.
1115,  @soondaegookbob,다들 이 갈고 나왔구나
1116,  @user-dm2bd8fu5p,장원영은 노래 부르긴 부르는겨????
1117,  @hilala2267,사비 원영이 타령하는 놈들 보니까 안티들 아예 노래도 안들어본놈들이 맞나봐 ㅋㅋ 원래 단체 코러스파트고 성량큰 메보라인 목소리가 음원에서도 대부분인데 ㅋㅋ
1118,  @kcskpop3112,Please update today ive i am stage
1119,  @siellyprameswari9007,"well i dont get it when who is in the center vs who is singing in the chorus, like what is going on here"
1120,  @cafe_creamm,가을 가수 어떻게 된...?
1121,  @user-ye9ng7cm6i,누가 아이브 노래 못 부른댔냐? 이 영상 안 보고 까는거면 상종을 안 할거임
1122,  @Ive_love1234,ㅠㅠㅠ. 레이 괜찮아?
1123,  @IiIiiIiIiI-fc3mf,유진이 댓츠마이 립싱인줄 알았는데 ㅋㅋ 오해해서 미안해 유지니가 미래다
1124,  @user-sy7st2un3l,1절 후렴 누가 들으면 장원영이 부른줄 알겠네
1125,  @user-sy7st2un3l,누가 들어도 유진이 목소리 아닌가요?
1126,  @user-yp2rr8pk3t,아니 다들 노래를 부르질않는데 다들 찬양을 하고있지? 가수의 개념이 바뀐건가?
1127,  @user-uo6ld3ds7x,너 하이브 알바지
1128,  @mac-hs1xu,"ㅋㅋ 언제는 mr제거 된 영상으로 까더니, 잘하니까 노래를 부르지 않는다하네..ㅋ"
1129,  @user-yp2rr8pk3t, @mac-hs1xu  노래도 못하고 부르지도 않는데 노래를 잘한다는 개념이 바뀐건가 ?
1130,  @user-zg9pk5tm7v,왜 항상 엠알 제거한것들 보면은 장원영 목소리만 잘 안들리지 안부르는건가 아님 겁나 조그맣게 노래를 부른건가 안유진 고음 파트때 장원영 입 벙긋벙긋하니까 장원영이 하는거 같네.. 그래도 안유진 목소리라는거 알아서 장원영 아니라는거 딱 알지만
1131,  @nkkkn4557,성량이 너무 딸리는듯.. 오늘 인가에서 한거보면 라이브 잘 들리긴해요
1132,  @bakugan2588,"I just saw a Mr removed that was different, take that as you will"
1133,  @rhh4h248,카라 when i move 보고 왔다가 다시 보러 갑니다
1134,  @ebruzimet36,AR yapıyorlar. Çoğunu söylemiyorlar 
1135,  @ijhkjss,억까들 진짜 가창력으로 까는거 이해가 안됨
1136,  @dayunlee366,근데 이서 데자뷰 부를때 갑자기 급발진 하는 것 같아보여서ㅋㅋ 프로듀서가 그렇게 하라고 시켰나봄
1137,  @fallhydrangea9627,"i mean at this point wonyoung didnt even try... like she have the first line, and didnt even try singing...."
1138,  @guru..,she was literally singing… are you guys pretending to be deaf or something. her part was low so you’re not going to be able to hear as well.
1139,  @fallhydrangea9627, @guru..  how convenient
1140,  @guru.., @fallhydrangea9627  what?
1141,  @creaker3,"2:26 여기 개놀램..,"
1142,  @cruellachoi1705,Liz🫶
1143,  @user-zx4np9pt1m,장원영은 어떻게 시간이 지나도 립싱크는 그대로냐;
1144,  @mysticoncedive,She’s singing live!
1145,  @-sss102,라이브면 라이브라고 말하기도 민망한 수준아님?ㅋㅋㅋㅋㅋㅋㅋㅋ
1146,  @lavienrosewon8811,This is low notes
1147,  @sherisss3694,"is that chrorus Liz got sang it too ?from after ""thats my"" part"
1148,  @yoon-qi4mz,yes
1149,  @user-ts8qc4wk3d,잘한다는애들아 아직 아이브 더성장해야된다 https://youtu.be/HXck5ICxa20 소녀시대 라이온하트 mr 제거보고와바 음원씹어먹어
1150,  @LilSubutex,DEJA VU
1151,  @ssh146,원영인가 가을인가 쟤네는 노래를 하는건지 마는건지... 보는 것마다 불안하고 성량도 안되네... 4년 넘은 그룹인데.
1152,  @uksle2ove,가을은 그 짧은 파트에도 음정이 떨어지네...라이브 켜서 춤 연습말고 노래 연습도 해줘...
1153,  @user-yj2cr2hz2z,"이서,원영 스트로베리 문보다는 나아진거 아님?"
1154,  @user-td7ug5hb8g,원녕이는 표정으로 노래하네목소리로 노래하라고
1155,  @user-qh2wg1ij9q,노래 하잖아여 아줌마
1156,  @guru..,0:00?
1157,  @user-fc5eb5fs8r,아이브 작년 축제나 공연때 계속 라이브했어요 장원영도 라이브 헀구요 억까좀 그만하세요
1158,  @Tigerhee,칭찬 받는 꼴 못보고 좌표 찍고 달려오는 줄;
1159,  @user-ve6rb9od9b,장원영 소리가 작긴한데 들리긴 들리는데 왜 다들 안부른다고 뭐라하는거? 이해가 안감..
1160,  @user-tk4eg6cn7m,2:13 イソ〜〜！
1161,  @user-cj6cq5hu5q,가을.. .보컬 자신없어보임ㅜㅜ아닐수도... 예쁜애 예쁜애 보컬까지 받쳐주니더할나위 없네요 ㅎㅎ가을 만 좀더 힘있게불러도될거같은데..
1162,  @swani4252,대체적으로 애들이 양심이없네 딱히 악플도 아닌거 같은데 무슨 안좋은쪽으로 말하면 무조건 반박부터 하고보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팬수준 알만하네 진짜
1163,  @user-om9lm8gp7w,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 웃기긴 함
1164,  @lhouhohau,리즈 말고는 사실 잘 모르겠네
1165,  @WTF-df8vg,잘하는데?
1166,  @Ben-jk8nc,張員瑛是不是還在飛機缺氧
1167,  @yonseisarang,저는 의학에 대해서 아무것도 모르는 의학드라마 애청자인데.  와 저 외과의사는.. 맹장수술을 거지 같이 했지만.. 수술이란 것을 해냈네요..  저는 프로그래머가 아니라 프로그램 못 짜요.. 와 근 데 저 분은 3초면 끝날 프로그램을.. 30분 걸리는 버그 겁나 많이 나는 프로그램을 만들었네요..  저는 문과라서 미분방정식 못 풀어요.. 와 근데 저 수학과 교수는 미분방정식을 답은 틀렸지만.. 풀어보려고 노력했네요.. 이거랑 도대체 차이가 뭐야? ... 저는 일반인이라서 노래방에서 춤추면서 저렇게 노래 못해요.. 와 저분은 저 춤을 추면서 소리란 걸 냈네요..
1168,  @---hi7eq,님들 착각하는거같아서 말하는데 mr제거 완벽하게는 못해서 저기 나오는 목소리도 100퍼 생라이브는 아닙니다
1169,  @user-tl6vg1bu5f,예전보단 좋아진것같은데 아직 뻐끔이가 많아서 아쉽다 ㅠ
1170,  @user-hu3ld9bw9r,악플러들아 까봐라
1171,  @silvery2865,장원영 언급없는거 봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기네
1172,  @user-tb5ty5rq9j,안유진이 기대 이상이고 리즈는 생각보다 좀... 전체적으로 좀 아쉽네요ㅠ
1173,  @mocneeuq,Wonyoung should have been with Aespa since she likes lipsynching so much LMAO
1174,  @sadandhappy3326,Lol true
1175,  @WIZONE-ze6qc,여러분 네컷라이브 보고 오세요~~
1176,  @user-qi7tl1ee8o,와 진짜 이거 보니까 소시랑 그당시 여돌들이 좆되는거였구나…
1177,  @user-ck1wg5qu4h,장원영은 실력이 안 느네;
1178,  @2EggSSangran,우리가 좋아하는 아이돌 칭찬하겠다는데 왜 지들이 ㅈㄹ인지
1179,  @user-qg8es5xs4r,유진이 리즈는 기본은했고 나머진 너무했네 뭐하는거냐 특히 장씨
1180,  @one_Mountain,?? 다들 뭐 귀가 어케된것마냥 워녕이 안부른다 뭐라 하넹? 누가봐도 열심히 부르고있고 엠알제거 안해도 원영이 목소리 들리는데ㅋㅋㅋ그냥 무지성억까 쩔어ㅠㅠ
1181,  @henrysunboxing4421,"Liz Yujin very goodGaeul Leeseo goodWonyoung very very bad, really need to re-evaluate your attitude to the profession, practice more rigorously with yourself "
1182,  @lavienrosewon8811,Wonhave just lowe notes and did well
1183,  @henrysunboxing4421,Well ?????
1184,  @mysticoncedive,She sounded pretty good during her bridge though. No need to bring her down to uplift the others.
1185,  @guru..,what??? she sounds fine
1186,  @user-um9br6xn4j,와 리즈노래잘하네 원영이는 이쁜척만한다 노래좀불러
1187,  @bpink2380,
1188,  @guru..,she’s singing at 0:00
1189,  @bpink2380, @guru..  you mean struggling?
1190,  @guru.., @bpink2380  no i mean singing… she sang all her parts
1191,  @user-sq2lp6vz9g,가을은 하는게 뭐임 장원영은 이쁘기라도 하지
1192,  @9ljsw0,파트 하나 잘 받아서 자수성가의 아이콘 됐잖음.지금 팬덤 내인기 원영 유진 다음일걸?
1193,  @user-zv5vw9wr4h,ウォニョンが…
1194,  @mysticoncedive,Amazing!
1195,  @user-wp7bb6nn8e,안유진이안유진했다
1196,  @hiki10,이서가 겁나 안정적인데
1197,  @tropicalsundae4359,The camera The camera should know not to put the camera too close to the meb3rs as they may hit it by accident and who knows if they are comfortable with it or not
1198,  @CHT-yc4yk,0:36 ……How come
1199,  @risa7352,Why this mr removed sound the same as their peformance on 230413
1200,  @rainbowkitten567,omg it's clearly different. check again yourself
1201,  @studididawn,beda
1202,  @2EggSSangran,원영이만 좀 고치면 좋을것같다
1203,  @kurtfrog,liz carried
1204,  @user-fh4xd5rs9m,뭘 잘해 미치겠네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ트와이스가 이거보다 훨씬 잘했는데 욕이란 욕은 다먹은걸로 기억하는데 잼민이 팬들 쉴드 쳐주니까 아이브는 부럽네
1205,  @9ljsw0,거긴안부르는애못부르는애못맞추는애다 있었는데여긴 안부르는애 하나만 있어서묻어가는거
1206,  @dirgaromanza714,centil elit nyanyi live sulit..
1207,  @user-bt7yk5jg8s,0:23 왜 노래늘 불렀다 안부름?
1208,  @user-yc2bi4ix9p,아마도 저기에 mr이 너무 많이 들어가서 목소리가 제거가 된 거 아닐까요? 아마도? 추측이에요
1209,  @user-bt7yk5jg8s,그럴 수 도 있겠네요!
1210,  @ellkyapov,Liz eats this ....
1211,  @WIZONE-ze6qc,2:20
1212,  @loveofminkind,실력 많이 늘엇다고 좋아하는 팬들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 데뷔전에 이미 갖췄어야할 것을 ㅋㅋㅋㅋ 근데 이게늘었다고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1213,  @Nuclear_Launch,
1214,  @user-rs8uj8lw3e,라이브 해도 뭐라뭐라;
1215,  @dfggy,https://youtube.com/shorts/_SSWbkxbyIY?feature=share여기다 똑같이 댓글 달어바 ㅎ
1216,  @user-kg4km6vi7w,가을 이서는 버스탔으면 연습 좀 하자…
1217,  @kpop9802,핸드마이크 가자잇
1218,  @usermilkyway0816,지금 보니까 이번활동 하면서 마이크 바꿨네
1219,  @user-gm5bm3lu3b,장원영님은 노래를 부르시는건가요...;;따지고보면 안유진님이랑 같이 아이즈원 때부터 따지면 연차가 제일 높은데 노래 실력은...사쿠라님도 아이즈원때 실력 논란이 있었지만  지금은 잘하시는데..장원영님도 연습을 좀 더 하시면 좋을것 같네요...
1220,  @mac-hs1xu,사쿠라도 지금은 잘하는군요...
1221,  @kkiedj9498,파트가 낮은 음역대를 맡다보니까 상대적으로 지르고 고음파트를 부르는 멤버들보다 잘안들리는거죠…저음을 소리지르면서 부를 순 없잖아요
1222,  @Roh_Heung_Min,​ @mac-hs1xu  못해
1223,  @Roh_Heung_Min,응 개못해
1224,  @nohze_gurl9253,
1225,  @songsinging2120,흠..근데 노랜 좋긴한데 아이돌 노래에 굳이 이런 3옥파샵~3옥솔 고음을 넣어야 할까 싶다 너무 위험한 난이돈데애들 성대 무리갈거같음
1226,  @CHOONSIKSIK,"스타쉽이 머리 잘 쓴거임 오히려 어중간한 고음보다 이렇게 아예 높은 음으로 노래 내버리면 목에 무리 안가게 힘있는 반가성으로 부를 수 있고, 되려 쉽게 더 잘 나니까.. 노래 조금 불러봤다 하면 먼 말인지 알거임...!!"
1227,  @songsinging2120, @CHOONSIKSIK  3옥레~미 쨍한 고음보단 아예 질러버리는 반가성 고음이 더 낫다 이소리죠? 뭐 무리만 안간다면 다행이다만
1228,  @CHOONSIKSIK, @songsinging2120  네네 맞아요! 반가성 쓸 줄만 알면 라~레정도 음역대 애매한 고음보다 미 이상 고음이 목에도 무리 덜 가고 좋아서 애들 목만 안 다쳤음 좋겠어요
1229,  @Roh_Heung_Min,​ @CHOONSIKSIK  반가성이 두성인가요? 쌩목으로 부르는 진성인가요?
1230,  @CHOONSIKSIK, @Roh_Heung_Min 흔히 많이 내는 가성에 목을 좀만 써서 내는 소리라고 갱각하시먄 조므 더 편하려나요...?
1231,  @Roh_Heung_Min,​ @CHOONSIKSIK  아하 그렇군요 감사합니다
1232,  @tjdudk3129,아 어린 애 비음;
1233,  @salmonisyum,1:45
1234,  @shhong1247,뭔 라이브를 잘한다는 거임???
1235,  @user-os1ey3vv6b,암 온 마 .....
1236,  @yonitangerin,이제 라이브는 뉴진스가 더 못하는 듯
1237,  @user-wo7mh3rs9e,악의적인 악플 너무 싫다
1238,  @user-hr3nj3le7z,1:45
1239,  @user-ze6db5po8c,2:06만 들어도 ㅋㅋ 성량이ㅡ작아서 그렇지 노래부르는거 개잘들리는데 멀 자꾸 안부른다는거야 ㅋㅋ 장원영에 대한 무지성 억까좀 그만해
1240,  @user-gg1rt7eq1r,유진 리즈빼고 다 처참하네..
1241,  @Winnie_meeny_miny_moe,이서는 라이브 개잘하는거임
1242,  @user-bl5yr9er6t,애초부터 라이브가 아닌걸 뭔 mr 제거를;;
1243,  @user-ho9gm5ih6z,귀가 먹었냐?
1244,  @Yu_ilo0, @user-ho9gm5ih6z ㄹㅇ
1245,  @Winnie_meeny_miny_moe,I'm on my way부분은 노래 안하는거 보면 라이브 맞음
1246,  @user-ud4op2cr5e,장원은은 지 파트인데 소리가 왜 묻히냐?
1247,  @bookk17,ㅅㅂ 피드백도 정도껏이지 장원은은 누구냐? 세상에서 그런 아이돌 없어 이세돌도 아니고 가상 인물 만드니?
1248,  @user-ud4op2cr5e, @bookk17  알아들었으면서 괜히 잡기는ㅋ
1249,  @bookk17, @user-ud4op2cr5e  뭘 잡아? 돌잔치에서 청진기잡음?
1250,  @user-ud4op2cr5e, @bookk17  아으 노잼~이영상에 장원은이랑 비슷한 이람을 유추해보면 알아들을 건데 굳이 하나 잘못된거 잡겠다고 ㅋㅋ 우쭈쭈
1251,  @user-ud4op2cr5e, @bookk17  말을 또 왜 섭섭하게 끝내냐 임마
1252,  @Kittylasua,장원은 X 장원영  O
1253,  @Kittylasua,​​ @user-ud4op2cr5e  ? 전 그냥 오타 난 거 같아서 알려 줄 뿐인데요.전 이 댓글에 불만 안가졌어요..
1254,  @user-ud4op2cr5e, @Kittylasua  위에  댓글들좀 읽으세요 그럼
1255,  @aicymilk366,데.자.뷰 ㅋㅋ
1256,  @swani4252,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ목소리가 안들리너  고음파트말고는.. mr 제거가 무슨 의미고 대체
1257,  @mac-hs1xu,귀를 파고 들어야지..귀에 귓밥이 가득하니 뭔 소리가 들리겠냐..귀지 튀어나온다..
1258,  @swani4252, @mac-hs1xu  걍안부르는데?
1259,  @Nuclear_Launch,​ @swani4252  귀 잘라
1260,  @sxxb_xi,1:10
1261,  @user-lm1ib4bd8k,가을 립싱크 뭐임ㅋㅋㅋㅋㅋㅋ
1262,  @djdb1214,Is Wonyoung popular in Korea? She's getting really cringe with only being concerned with looking pretty. :/
1263,  @lovelyA933,Why isn't wonyoung singing...
1264,  @lavienrosewon8811,2:06 She sing low notes and have only few lines
1265,  @annakwak5734,She sings
1266,  @mysticoncedive,Why is your hearing so bad  She’s clearly singing.
1267,  @guru..,y’all gotta be deaf
1268,  @user-iv9jk4ix8g,가을이는 무슨 한참어린애들보다도 노래를 못하냐.... 가순데 휴
1269,  @rla0214,원영이 점 뺀거야?_?
1270,  @user-pj8pn7ct5s,레이 ㅇㄷ감?
1271,  @user-md6ps2gd3r,장원영 댄서가 노래를 안허노
1272,  @user-oi7rg5yw8q,"노래를 제대로 하는 사람이 없는데 뭘로 다들 평가하시는거지???;;;;;,;"
1273,  @lovingyou126,Scary voice
1274,  @user-ju1wn6lb4s,리즈랑 안유진만 고음하노ㅋㅋㅋㅋㅋ 개웃기넼ㅋㅋㅋ
1275,  @user-le5dc7zu8u,그럼 팀에서 2명정도 고음되면되지 ㅅㅂ 전멤이 메보급이길바람?
1276,  @user-im1jj1sz8o,자기가 할 수 있고 어울리는 음을 해야지 ㅠㅠ 또 이렇게 안하면 욕 먹고 ㅋㅋㅋㅋㅋㅋ 뭘 어떻게 하라는 거?
1277,  @user-ed3ts4lu2s,그럼 다같이 고음하냐 고성방가도 아니고ㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기네
1278,  @iiiqiq26,감당 못할거면 높은 노래 부르지 말라고 할 땐 언제고 이젠 안 한다고 지랄 ㅋㅋ
1279,  @user-xz1uw4ot5o,"따지고보면 스테이씨랑 엔믹스도 고음하는 사람은 1,2명 뿐이고 다 저음위주로 라이브 하는데"
1280,  @dfggy,https://youtube.com/shorts/_SSWbkxbyIY?feature=share여긴 메보가 ㅇㅈㄹ났는데 어떻게 생각하심? ㅋㅋ
1281,  @user-ju1wn6lb4s,아니 ㅅㅂ 다 같이 부르는 구간에서 리즈랑 안유진 밖에 목소리가 안들리는데 이걸 쉴드?
1282,  @user-ju1wn6lb4s,0:16 이나 0:23 들어봐랔ㅋㅋ
1283,  @user-ju1wn6lb4s,​ @user-xz1uw4ot5o  엔믹스나 스테이씨랑 비빌려고 발악하는더 보솤ㅋㅋㅋ
1284,  @user-xz1uw4ot5o, @user-ju1wn6lb4s  저는 그냥 맞는밀밖에 안했는데요?ㅋㅋㅋ
1285,  @dfggy,비취련같은 말만 하는데 그럼 니 말에 호응하리?ㅋㅋㅋㅋ 미쳐가지고 누가보면 지는 학창시절내내 전과목 1등한 줄 ~
1286,  @Nuclear_Launch, @user-ju1wn6lb4s  느그 ㅈ믹스는 노래 구려서 못 떠 어차피
1287,  @user-ju1wn6lb4s, @Nuclear_Launch  망해서 멜론차트 7위~
1288,  @user-eg1hh9te2b,가을아 니가 가수가?ㅋㅋㅋㅋㅋㅋ 심각하다
1289,  @user-vq7ll8kg2r,아이고. 애들빡세겄다
1290,  @btscomeback6623,한국말이 하나도 안들림 ㅋㅋ
1291,  @prophunt8520,Sad to say but this isn't accurate but no hate
1292,  @Doobadu_wariwari,ㅇㄴ 이어폰 끼고 소리 크게하고 듣다가 2:27 에서 소리 겁나 급발진해서 폰 던졌노;;
1293,  @user-rf1py6we3o,리즈나 유진 빼고는 거의 안부르는데 리즈랑유진도 고음때 음정불안하고 나머지도 머 마찬가지네요 잘부를줄 알고 기대했는데 실망이네요악하게 들릴수도 있겠지만 악한의도는 없었습니다 악한의도가 있었다면 이보다 더 심한말을 했을겁니다
1294,  @smiley7192,근데 노래가 밸루..
1295,  @forever_young20,Pov: You're looking for an english comment... 
1296,  @kevin.u3481,골때리네 절반만 라이브네 ㅋㅋㅋ
1297,  @jhj5508,가을이는.. 좀
1298,  @deanone850,대상 수준이….처참하다…
1299,  @Nuclear_Launch,니 면상?
1300,  @user-er1wh2ox4u,이거 안티가 올린거냐?ㅋㅋ
1301,  @user-pv7vs5tw4r,mr제거라고해서 ar까지 제거되는건 아니다ㅋㅋ 근데 라이브 진짜배기들은 중간중간 헐떡이는 소리가 섞이는데... 춤주면서 하니까 당연하지...근데 아이브는 그냥 음원같네??? 이렇게 실력이 급성장 했으면 무반주 라이브로 실력을 더 뽐내주시길ㅋㅋ 모 선배솔로처럼 앵콜로 개망신 당하고 그 다음날은 ar틀고 앵콜하는 못난 짓 하지 말고...
1302,  @dunhillman18,장원영 얼굴마담이니? 왜 노래를안하니? 높아서?
1303,  @user-cn3cw1rb9c,원영이 조금 소리내고 이서랑 유진이 연습 더 하면 좋을뜻!!!그리고 김리즈 최공
1304,  @user-gh3st3xv5q,안유진이 리즈랑 제일 잘 하는데 ㅋㅋㅋㅋㅋㅋㅋ 막귀임?
1305,  @user-le5dc7zu8u,안유진 저기서 어떻게 더 잘함ㅅㅂ
1306,  @perth0301,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1307,  @user-mm6zx7yx3t,장원영..이쁜건 알겠는데 왜 자꾸 나이에 안맞는듯한 표정짓거나 성형을 하는지ㅠ
1308,  @hyunna0320,안유진 시원하게 지르기는 하는데끝처리가 깔끔하지않음
1309,  @jhon1019,AR제거겠지
1310,  @chichukitty,장원영은 아직도 립싱크하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1311,  @Kate-fq8kl,"Cantó las partes que le tocaba, si te refieres cuando estaba al centro al coro lo cantan todas."
1312,  @Nuclear_Launch,지수 트젠목소리
1313,  @user-hf6cx2vq8o,2:07 넌 이게 립싱크로 들리니 지수 얼굴 달고 안 쪽팔리나
1314,  @chichukitty, @user-hf6cx2vq8o  아예안들리는데? ㅋㅋㅋ 하긴 블핑에비하면 발가락도안되더라
1315,  @Choiyujin_0629,1:42~2:05 극락인데
1316,  @ssung7138,라이브는 좀...
1317,  @user-ud4op2cr5e,뭐하냐니네? 성형하고 성공하면 누구나 하겠네
1318,  @chansu3649,댓글 어질어질하넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 일본 샹들리에 같은뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1319,  @Brianryu21,뭐 라이브를 기대하는 사람은 별로 없으니 못해도 되는데... 퍼포먼스가 너무 힘도 없고 리듬 못살리고 동작도 너무 작고 좀... 이걸 만약 서바이벌에서 연습생들이 했으면 욕을 아마 뒤...
1320,  @user-bt3xf6gb1k,싸비 장원영 센터 때 리즈 아님 유진인가 얘네 고음만 들리는데 그럴거면 장원영을 왜 센터로 세웠지..ㅋㅋㅋ
1321,  @user-gh3st3xv5q,뭐가 문제임 본인이 파트 다 가져간 것도 아니고 단체 파트인데 센터 좀 하면 안 됨? ㅋㅋㅋ
1322,  @user-bt3xf6gb1k, @user-gh3st3xv5q  보통 노래 부르는 사람이 센터 서서 이런 얘기한건뎁쇼? 단체 파트면 노래 안불러도 센터 서도 되는거임?
1323,  @usfneoxnwpznwj, @user-gh3st3xv5q  문제지 단체파트여도 리즈유진만 부르는데 ㅋㅋㅋㅋ 유진이는 센터있고 리즈는 없으니까
1324,  @user-xy9xn5ek1d,가수가 노래를 불러야지..안부를거면 센터를 양보하지
1325,  @EON._0916,소속사한테 물어봐
1326,  @sally0830,이게의아했는데 파트부르는사람은 안잡고
1327,  @yesul_street,Kpop이 왜 해외에서 성공못하는지 알겠다 ㅉㅉ
1328,  @dfggy,https://youtu.be/0kqr_DCKwXs이래도 성공했는디? ㅠㅋㅋ 알긴 니가 뭘 알어
1329,  @yesul_street, @dfggy  아~ 빌보드 차트 주작질 처하다 규정 바뀌니 10위 권에도 못드는 애들? ㅋㅋ
1330,  @dfggy, @yesul_street  어쨋든 저딴 실력으로도 성공했잖아~ 얘네가 백 배 더 잘 하는데 더 성공하지 않겠음?ㅋㅋ
1331,  @seoki12,원영은 부르지도 않네
1332,  @iiiqiq26,0:00 영상 안 봄...???
1333,  @user-bk9rj8wl5o,아오 0:46 입만 뻥끗뻥끗
1334,  @user-bt1bv8xj8n,앞에는 너무 낮아서 그렇고 두번째 파트는 제대로 부르긴한듯?
1335,  @iiiqiq26, @user-bk9rj8wl5o  타멤 파트임
1336,  @user-jv9gw3ly1m,mr 깔고 그위에 살짝살짝 부르는게 이걸잘한다고 하는거냐?? 참 기가 막힌 노릇이네
1337,  @user-xf7pl7mq9w,니는더못함  자기도못하면서나대기는
1338,  @user-gc8ii3hw3u,mr이 뭔지도 모르면서 그저 욕하고만 싶어하네 ㅋㅋmr은 반주에요 니가 노래방가서 트는 그거요 ㅋㅋ이건 그 반주를 제거해서 목소리만 들리게 한거고~
1339,  @-sss102, @user-xf7pl7mq9w  ㅋㅋㅋㅋ비교를 일반인과 하는수준ㅋㅋㅋㅋㅋ근데 왠지 장원영보다는 잘 부를것 같은뎅?ㅋㅋㅋㅋㅋ또 이렇게 댓달면ㅋㅋㅋㅋ얼굴비교허겠짘ㅋㅋㅋ성현인이랑ㅋㅋㅋㅋ
1340,  @-sss102, @paam100  ㅋㅋㅋㅋㅋ왜?라이브로는 장원영편 못들겠지?ㅋㅋㅋㅋㅋ그러니 그런걸로 비꼬는거잖앜ㅋㅋㅋㅋ이해해 장원영은 한계가 있지..근데 할 맘도 없어보임ㅋㅋㅋㅋ
1341,  @YonTube-yr6hz,"솔까 리즈,이서,레이 빼곤노래 못부르는듯…특히 장원영 대뷔 몇년찬데아직까지 제대로 된 라이브를 못봤음"
1342,  @dengu.,대->데
1343,  @YonTube-yr6hz, @dengu.  에휴..오타 하나도 다 잡을려면 일상 안불편함?
1344,  @dengu., @YonTube-yr6hz  그냥 알려드린건데.. 딱히 불편하지는 않아요!!ㅋㅋ 오늘 처음으로 알려드린 거라..ㅋㅋㅋㅋㅋ
1345,  @bookk17, @dengu.  저 분이 분조장인거예요..ㅋㅋ
1346,  @user-mu3ec9zc3w,쌩라이브도아니고아직도잘하는정도도아닌데뭔ㅁㅊ척하노ㅋ
1347,  @-sss102,내말이…저걸 잘한데..ㅋㅋㅋㅋ팬들은 평생 저런 목소리를 들어서..잘한다고 느끼는듯..다른 가수들이랑 비교를해보지..너무나도ㅜ부족한데..
1348,  @user-mu3ec9zc3w,J 지들도 부족하고 못하는걸 인지하고있는데 실력돌인것 마냥 ㅈㄴ올려치기하고 입꾹닫 ㅁㅊ척하는거임ㅋ 애초에 실력유명한애들은 해명하고다니지않지 근데 한두명이 실력유명한애들 억까할때만 대응하는거고ㅋ실력부족한데 그걸알든모르든 인기많다고 실력유명한걸로 아는애들 ㅈㄴ끼워팔기 올려치기 입꾹닫 ㅁㅊ척 ㅈㄴ역겹ㅋ
1349,  @Nuclear_Launch,네 다음 립싱크 하는 하이브돌
